rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Five Stars,Excelente Producto,[],B003NFI092,B003NFI092,AGDVKSZPFGTJEWXNTRTBA3NSSBFQ,1533966058429,0,True
5.0,and inspecting afterwards everything looks intact and like new.,"I have not tested the 660 lb weight limit, but it is reassuring when I look out the window and all my kids and their friends are piled in it. By my estimation it was about 500 lb, and inspecting afterwards everything looks intact and like new. It dries quickly, and even after being left outside for a few weeks still looks new.",[],B013SLPAGG,B013SLPAGG,AEGPISX3MB5NAQTGQZXKA57T3J4A,1467620379000,0,True
5.0,Love this thing!,This hammock is great and super easy to put up and take down. Made with durable materials.,[],B086PPH3YD,B086PPH3YD,AFYUQ3UE22JARVELYM66PSBAJB6Q,1594995218815,0,True
5.0,Worked well so well that someone like it more then myself,Seems like a very good product didn’t really get a chance to use this item as someone liked the item more then me along with the rest of my bike.,[],B000AO7GX0,B016QRRIBO,AEKKVSLUHGEVYLA4GGYVUBTONTZQ,1518901954297,0,True
5.0,Five Stars,"Good product, works well.",[],B007GDNOL6,B007GDNOL6,AGFC5QULWHHEACEEG3OIC2ON2AWA,1424227112000,0,True
5.0,Love,Product is bigger than expected but very sturdy and beautiful,[],B07ZPV6F5G,B09LH9N3HG,AEWABYUDDYOZPT7MES3CSDAIHFUQ,1647894448456,1,True
4.0,Good scope,"Mounted the scope and sited in with no problem.  Eye relief is very good.  Have not had a chance to evaluate the illumination for night hunting, but the ability to adjust brightness should make it effective.",[],B000GT3XJK,B0C76GK6F9,AGNOSWNDGNV7K4QTFYY233HLC4NQ,1476306424000,0,True
5.0,Excellent Product,"I bought this water bottle just over a year ago and use it every day. It is a high-quality product that performs as it should. I love the texture, the size, the wide mouth and most of all the brain freezing ice water I keep in it,",[],B010W0I7O8,B07KZC6MVB,AFSFRLT3DIC5K6J7ZATA5LWWY7IQ,1552142863658,0,True
5.0,Five Stars,Seem to be pretty good quality so far,[],B018HS9EU8,B07HLRW6TJ,AGKDHZ57FIJAZTJIBVJSIBZNUMYQ,1464570272000,0,True
4.0,My Kid Loves It,"Bought my son a Garmin watch, running shoes and wireless earbuds for Christmas.  But this was his favorite gift.  He's a bean pole so it fits his tiny waist.",[],B019BQNTL0,B0BDRFWD6K,AGF7VWH272MOCERSEW44EUM27JIQ,1611693021096,0,True
5.0,Five Stars,"Nice, sturdy lock",[],B01I9X9WNU,B01I9X9WNU,AGIAZCPNPD53K7AUXHSGUMGUPPUQ,1506716174500,0,True
5.0,Excellent Firesteel. Its been 6 years since I bought ...,Excellent Firesteel.  Its been 6 years since I bought this and it still works well.,[],B000UYWDVK,B000UYWDVK,AGS5OOYLMWE537WPF37W6CZGWZFA,1524986721217,0,True
5.0,This is a great combo kit,This is a great combo kit! Everything in it is quality and I would definitely reccomend it to anyone looking for a starter kit.,[],B077N9HZ4H,B077N4L8N7,AEUUGQFOOQ5SDJSKHIHD2GHMP32A,1518992398384,0,True
1.0,The snorkel is junk,"I purchased this product for a trip to Mexico. I just got back Monday and can no longer return it because it is now over the 30 days.  The fins and mask both work as expected but the snorkel itself got so much water in it at all times that i was drinking the ocean by the cup.  After fighting with it for an hour trying everything possible I gave up and went back to shore. Upon inspection the snorkel was leaking in the flex tube area, the mouth price does not fit the lips well, and the float system on top does not seal closed.  It is complete junk.",[],B00RTMCHBW,B08WSB5QTH,AFQQUZ7UXVJZTIBCBKWFSMSV4HLQ,1458942595000,0,True
5.0,Got What was Expected,"I had just received product, it was a price point under a more lighter weighted unit, (Topeak Flash Stand Slim Display).  This is a few oz's and grams heavier but sturdy, weighted to (44lbs??).<br /><br />Good product, stable, solid materials and a reputable brand.  I bought as new, should be nice to take with you when you want to prop your bike as you prep for ride or small enough to take with you on a ride.",[],B002FPII16,B002FPII16,AEFUF2D2Z6LL2YJY6LL57EVGBSHQ,1678747559993,0,True
3.0,Plastic and does the trick,This barely fits a hydraflask 24oz skinny and scratches it up. And is made of plastic. I don’t expect this to be durable but cheap and affordable,[],B08GPL21B9,B08GPL21B9,AHUIHSDOOM3IW444EHM7IY7E4FUQ,1620407413039,0,True
5.0,Worked great at pulling 3 kids on float,Worked great at pulling 3 kids on float,[],B08PVGH5RY,B0BXL2NR94,AEBXEUQKMVIZPJ7KOV3T2ERYS4IA,1629465119163,1,True
4.0,Good swim set for the lap swimmer.,"The cap fits well on my head. It doesn't quite cover the ears, so water goes up in them. I guess that's why they provided ear plugs as well. All in all, a good swim cap!",[],B07QDKG5N2,B0C8HDK3H4,AEGUFKEEZ32FUKD54ZS7URE72SIA,1602423730034,0,True
5.0,Five Stars,I love changing bands,[],B00KHZJWGG,B00KHZJWGG,AFMYGBVXDR37VJP3FDIV5EGQUEKQ,1404746233000,0,False
5.0,Love the colors,Very soft and comfortable,[],B089CYWY3T,B0994FNNNN,AH4UASXA5WIMOTO3OJMDXBQHKZCA,1627552827795,0,True
5.0,good quality and looks exactly like the picture,"Bought this as a gift for someone who loves to cook and is a big Cowboys fan, he LOVED it!  As an FYI, the back of the hat is Velcro so it can fit any head size.",[],B003S56KEO,B0716M9GN7,AH6U532JPDIA3ENR6STFRLIXCMGQ,1388604437000,3,True
5.0,Five Stars,It's a good product for camping. The light is very bright and has two-way for use.  Awesome!,[],B00TGSFJEO,B00TGSFJEO,AHCRN4WWEDO35VDQZ5RFXFARAAGQ,1430500011000,0,False
5.0,Useful for travel,I purchased the Ultralight Packable Travel Backpack to use as my carryon on an overseas flight.  It holds everything I need and its portability will make it very useful while I am traveling.,[],B00KX0B5ME,B07C8JGN6M,AHR5PKF2ZGRYXS45GGJQR7TRBI2Q,1435264609000,0,True
5.0,Great value for money,"Great value for money, was easy to swap out old valves and these have held up great!",[],B07H5D6D9M,B07H5D6D9M,AF7Q52YM4T5NYUEQK4F5D7KJEGGA,1577675030529,1,True
5.0,Did the job perfectly.,My Rad Rover 5 e Bike.,[],B000BR4NIC,B000BR4NIC,AGNTZEHCV5KSKHVO6UQRQXCY5AQQ,1617912495841,0,True
5.0,"This is the very best product I have ""ever"" bought by far","This is the very best product I have &#34;ever&#34; bought by far. Just rub it on, then keep it wet by reapplying for several minutes. Then stand back and watch it do the work. I buy and refurbish 20 to 30 boats a year and can tell you nothing comes even close to this product. Just keep wetting with it and stand back while it works !!!",[],B00EXIVUFO,B07G859T4K,AHHYQBZVILDOBDHHKM2HDE3AEEQA,1510774253700,3,True
5.0,Love it. Classy looking on white car,Love it.  Classy looking on white car.,[],B00264I37A,B00264I37A,AGPNZ2AQLZ2LGURMZEXXJAXFPWDQ,1458700069000,0,True
4.0,As advertised.,Bags are smaller than expected but otherwise just as advertised.,[],B0751NQ8TF,B0751NQ8TF,AFF7HBX2UZ2LS44WH5A6OYL77MHA,1514876165762,3,True
3.0,"Just ok, wish it would fray so easily.","Works fine, but easily frays making cleaning the cassette a bit cumbersome. You have to keep it very tight and clean the cassette like dental floss, however, when it frays it becomes a mess.",[],B004JKK75A,B07BFJ3C6B,AGFUATTF5MF4TRGRRCJQYONLDX2A,1490666224000,2,True
5.0,its mathews,just as expected,[],B001EYIS6Y,B001EYIS6Y,AEPHEDJECMPX7SVEC7QIOT4X5AIQ,1526561904384,0,True
5.0,Awesome,These bands took my lower body work-outs to a whole new level!!!!! You will definitely feel the burn they stay in place and are comfortable,[],B07P97RQZ1,B07P97RQZ1,AFXPSYFQRO7YF7C3H62JTGJXRB7Q,1569970655535,0,True
4.0,Otherwise it's awesome.,Doesn't care for standard sized candles. I had to do a lot of bending to get them to seat properly. Otherwise it's awesome.,[],B004PIDMBM,B004PIDMBM,AEK6JCCXKCKU2R2DHD2ABZU74KHQ,1425497002000,0,True
5.0,Good accessory,The storage space is ample for where it is located.  Very handy,[],B085Y3YWPR,B085Y3YWPR,AGDA6JATQGLO4MTOIGSROV6W53SQ,1599407174894,0,True
1.0,fogged up,They fit so good on your eyes but they fog up fast and hard to get the fog off. They distort your angle of vision. I put up with them.,[],B0721HYPXF,B0721HYPXF,AE33IMX5Z4NWWGWPSIO3NACV673Q,1616611636718,0,True
5.0,Five Stars,"MEETS OUR NEEDS, NO PROBLEMS SO FAR.",[],B016YY6MFC,B078NZQ7MF,AHX3JU6EQFMG2OTO3BYVTU5YBBUQ,1494541653000,0,True
5.0,I love these! I gave some to my friend who ...,I love these! I gave some to my friend who has the hr charge with the watch band type. Even that Fitbit she said has fallen off and so she's grateful I found these :),[],B00OMUF202,B00OMUF202,AGEAFEWT2QBQW7WJ65TCHNSVYDGQ,1439210771000,0,True
5.0,Worth the price,I love Hydroflask. This is my second purchase. Keeps water cool and doesn't leak!!,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61XpH1GOe4L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61XpH1GOe4L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61XpH1GOe4L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B083GBMKS3,B0BHD3TNCN,AGHQLOJAA5PEP7AMU3FHK3BHJL6A,1604790305620,0,True
5.0,Love this band,Love this band. I work out at the gym regularly but decided to buy this band while I went away on vacation. While on vacay I was still able to get a good workout in thanks to this band and the 30lbs of resistance,[],B01IBIZH0K,B097MHS7J9,AFUHSNZHGLMLTC25UCNQUNM7XNIQ,1500739932341,0,True
5.0,Great for hiking.,I know it’s like a “military” thing. But it’s nice to take through somewhere.,[],B07QQVHWP3,B07RTHXKN3,AETMK63RJJF34U6PBUCG3ZJBC7WA,1662774807811,0,True
5.0,"Adorable, amazing fit and as advertised","These pants do a great job of creating a slim, sculpted fit. I got them in a small (I usually am a size S/M) and they fit perfectly. The material is thick, but once on your body they are comfortable and snug, yet still allow as much movement as you need. I also love the design, these are so cute and work with so many different sports bras/athletic outfits!! Also has a pocket on one side which is a plus. Extremely happy with this buy and will likely buy workout/shapeware attire from this brand again!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/817dgfYqAvL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/817dgfYqAvL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/817dgfYqAvL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91NreE8kH1L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91NreE8kH1L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91NreE8kH1L._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91iHCqwSiQL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91iHCqwSiQL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91iHCqwSiQL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08LGVFNDR,B08LGVFNDR,AHK4JCWVJF6XGRD2YVJSS7D7QOIA,1607903488792,2,True
5.0,great price  and large  numbers,so far i have had it for 2 days....i love i dont have  a lot  to do  for the settings on it.  It was ready to go out of the box.  the large numbers are great  to be able to see. A  large clip  to attach to your pants .,[],B09K3B6L5L,B0C9LJK49G,AGVLKH3D7VIVVIKQALIDA57LJW7Q,1649641277787,0,True
4.0,it could have been bigger,compass  is accurate but it could have been a g=bigger size,[],B000BSDU4Y,B09P9L1S64,AEJQYAT6YHELEZHD4TZPGBCGQXRQ,1632054762096,0,True
5.0,Five Stars,Fits as expected and works like it is advertised,[],B001DCEKXM,B097FXSJFV,AFZEEFJXARVG4WJBDFKJHJ5ZMLOA,1503393403499,0,True
1.0,Chintzy at best,"I find it hard that this product has as many good reviews as Amazon says. This thing is chintzy at best. It was a breeze to put together, however I knew the material and the design of this rack was not going to last long. About five days into using it, it started to wobble. I tightened everything up. Now, two weeks later, it is wobbly again. It doesn’t roll around without dragging it, which considering the tiny pathetic casters it came with, doesn’t shock me. There is no way that this thing could hold more than 100 pounds of weight, let alone the 450lbs the websites claims. What a joke. I wish I would have kept the packaging to return it. Do yourself a favor, save yourself $49 and just light $100 on fire. Better yet, just buy something different.",[],B09T2JWWQ4,B09T2JWWQ4,AEUQ72WM6R4O6AOTIMFSC4JEYYHQ,1680181920747,1,True
2.0,Two Stars,Not fit in doorway like stated,[],B001EJMS6K,B0B8P9MJPW,AHKPCPEVQHTKQREKJFETNXEYDNHQ,1509754718466,0,True
5.0,Would recommend!,Arrived quickly and made of really good quality material.  Can wait for the summer to truly start using it!,[],B01N3KM5O2,B01N3KLLQV,AEWASJ4IO6TFV5XMTT4WCTX466ZA,1490573332000,0,True
5.0,Amazing!,"Honestly cannot believe the quality for the price! I purchased two of these for camping - one for me, one for my husband. We absolutely love these. They don't take long to inflate, they're pretty comfy, and they seem to hold air very well. I've only had to add an extra pump of air or two if using them for more than one night. Would definitely recommend.",[],B073HP1JVY,B073HP1JVY,AH4INFETEZSY37FFAZK6P6RO6X7Q,1669082625836,1,True
5.0,Great product at and affordable price!,Hand warmer works awesome! I got it for my wife who always has cold hands no matter the temperature around her. She absolutely loves it. She’s recommend it to anyone who enjoys toasty hands!,[],B07XTDV8VV,B082KVZNPS,AFNJPN5QA4CAXAOBZU3IPYWREGNA,1582603107953,0,True
1.0,Horrible,Horrible. They sent me a cereal box thing. Do not buy,[],B003V54F66,B004P5O3YK,AEUF7Q6SIE2USWVZ7G4HEHPXEHEA,1426894287000,0,True
2.0,Less than Expected,"I'm not sure what I expected for $150. It cooks OK, heating is pretty uneven once the food is away from the center of the burner. Cast iron grates are solid in the center which makes them hard to clean. I know it's meant to be portable, but I question that, as it seems very unstable. It rocks pretty good when trying to clean the grates. I cheaped out instead of going for the Weber Q since I could save over $100, and I'm questioning that decision now.",[],B00F3S5QJY,B00F3S5QJY,AHQBAHKALYDLLVSSX45YIVREIXYQ,1401544869000,0,True
5.0,Would recommend,Well made pliers. Would recommend,[],B00CQGSX32,B00CQGSX32,AFEJDCPFWRTNOWTLX4S5LRTNYMBQ,1468004233000,0,True
1.0,Do not purchase from this company! They do not back their product!!,Item arrived and did not work! Company unwilling to back their product!!,[],B08KG9PF9N,B08KG9PF9N,AETUBLGH4HUCPA7SQOOV2RCVFBKQ,1636127443603,0,True
5.0,Five Stars,Batting gloves are great the grip is amazing and they are light weight and durable so far.,[],B00W7EBMV8,B00W7EBMV8,AGQPFP4TVCWMGPWE3J7O7CERACSQ,1460497878000,0,True
4.0,Amazing air volume and speed to blow up air mattresses ...,"It's on the edge for portability, but if your car camping no problem to drop in a duffle back or back pack when folded flat  But keep in mind that it is about 10&#34; in diameter and folded down 3-4&#34; thick, not including the hose.  Amazing air volume and speed to blow up air mattresses and other inflatables.  I have no extended experience with it to note durability, but works great so far.",[],B000ODTYDC,B000ODTYDC,AFLSSN6SUKR4VEGH5TPQK5ZRFKBA,1506016258208,0,True
5.0,Perfect,Perfect fit! Very feminine.  Color is exact.,[],B071W1GW8Y,B072J4GB7F,AEVNQJYPFGZUTZSOCX3BUNRLELHQ,1541297571596,0,True
5.0,Compact and clear,"Compact, does not look like a bike bell.  Clear, pleasant ring.  Not overly loud.",[],B07T9B2VQD,B07T9B2VQD,AEIPCFASAWXSZHPEEV5RYJHHPB3A,1637546666152,0,True
5.0,Amazing,"""No one cared who I was until I put on the mask.""",[],B0788B98F7,B08QV2BCXR,AE6PYQTXEBLYL2UIA37HXLZBJFRA,1594836304440,0,True
5.0,Nice quality.,Arrived on time and as advertised. Nice quality.,[],B004XAD87K,B004XADAQO,AHXNIDEDFOKXF7SASHNYTFFZOYAQ,1466438346000,0,True
5.0,Full 90--Good thing to have for head protection!,"My daughter suffered a concussion playing basketball and plays soccer as the goal keeper. She is a teenager and doesn't mind wearing it at all. At first she thought it would &#34;weird&#34;, but she soon found out that it actually looks pretty good, and now some of her team mates are wearing one.",[],B000BTK1UO,B002DYGMYO,AEYMWTTHSB2I73VWO2A3URJ6UPFQ,1356552820000,1,True
4.0,"Perfect for first time, slightly large","Wanted AFFORDABLE over the glasses (OTG) goggle for my first time skiing. These delivered. Large field of view, stayed fog free, no forehead gap. The black/black version is definitely a dark lens, but I could see fine even on a cloudy afternoon in light snow. Hardest part was reading my phone.<br /><br />Only complaint is a picky one about the size. These are so big they rested against my nostrils and pushed them in a bit, reducing my breathing some. Probably unique to everyone's face shape, and a helmet with a slightly higher crown could probably fix that.",[],B01LLF4LNE,B01LLF4LNE,AERGGBC2J6O6SYRLLJLOBAPA2N6Q,1487098410000,0,True
1.0,DO NOT buy this chair,"The plastic handles had the back adjustments under them. They broke the first time using the chair and the strings holding the seat in place broke. Horrible design, I should have paid closer attention to the reviews.",[],B0759RRVGW,B0759RRVGW,AFZCHRFOBBMQ3CVPW4PSSHY76FSA,1552745113170,0,True
5.0,perfect size and does a great job,"i went to Europe with this towel as i tried to minimize my suitcases due to constant traveling and moving around. this is one perfect size and volume as it occupies space of a light sweater, and it does a good job on hair and body, no sticky feeling i initially concerned about on microfiber material. would definitely recommend everyone who's looking for similar aspects when you are on the road.",[],B000AM82RQ,B000AM82RQ,AH5LLOTTV4KO5G3Q2DCOFGGWP2UA,1447380311000,0,True
5.0,Great for the price,Great whistles,[],B0002UPQH0,B07CLH75ZB,AH6O6L4ORUZQDZOW6MWNNVYW6TBA,1579331733507,0,True
5.0,Perfect and Powerful Light for Use in a Car,"I needed a small yet powerful flashlight for use in my car.  I was very pleased with the size and power of this light, as it is perfect for those dark nights when I need to use it on the road.  I also like the use of batteries which I can buy at almost any store.  This is important when one is on the raod.",[],B01DWWEG3E,B01DWWEG3E,AFK5MUMK4BNIOEKXJ2QIZQYMB5WA,1480902407000,3,True
5.0,A serious workout,"Bought these for my daughter and she loves them. When she doesn't have time to get to the gym, she does this at home and what a workout! Once in a while, a friend will come over and they'll do it together. The instructors demonstrate the exercise and give variations depending on your fitness level so that you will be able to use these whether you're a beginner or a gym rat.",[],B002QZ1RS6,B002QZ1RS6,AFWCUVZ5HN7SKMNHGEC322YD2GRA,1455563126000,3,True
5.0,Good product,Will place in my autos for emergency use if needed,[],B01LZN0KGB,B01LZN0HUW,AEEYQWM2P2PEQMGBYIKWBVDUXOYQ,1580944001689,0,True
1.0,Bought this for camping after having my last tent for over 15 years. What a disappointment!,Never have I seen a tent fray apart like this one did with my first use!! Not impressive at all! 🤬,[],B093X345LK,B0C3Y3HJJZ,AHW3YZI3BFSQMRSWU5DE7CREOHBQ,1662315935492,1,True
5.0,Five Stars,"Warm, surprisingly soft. Some lanolin smell, but it fades over time. Can be machine washed.",[],B01IJWUYLK,B07D7JC76Y,AFSBEK3W3SKRAY3A5QZR7S4663ZQ,1488984931000,1,True
5.0,Great rack!,Best rack for the bucks you pay.  I'm very happy.  Easy to install and very sturdy. Glad I bought it! You will be too!,[],B01AUY2OWW,B01AUY2OWW,AE5HSSENKBNCKO22KROD3YDGBGEQ,1570668144353,0,True
1.0,Don’t waste your time or money,"I purchased this for my daughter for Valentine’s Day. She hand washed it yesterday, let it dry over night for use today. This afternoon she put room temperature water in the bottle and put it in the fridge to cool since we were out of cold bottled water. 1 hr later I opened the fridge to find water all over, the plastic cracked from what I can only assume was the temperature change. I am glad it broke in the fridge and not in her backpack or on her desk at school. I am really disappointed in the quality of this product. It should be able to be refrigerated without issue since it’s listed for cold drinks.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1+MMdX4ZtS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1+MMdX4ZtS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1+MMdX4ZtS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B14u-HAZEIS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B14u-HAZEIS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B14u-HAZEIS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B082LTPBMJ,B082LTPBMJ,AFLP4KCF6ZRNIITUUIGN7TPJXZNA,1613526942196,23,True
4.0,"Ok, cute","Ok, cute",[],B07C9YVHZX,B09JYFRTB9,AFU4O6W6RR4MAYYFAAKYBDR5JU7Q,1568411985934,0,True
5.0,Five Stars,just what i needed,[],B00URUE30Q,B07N7ZF27M,AE3AZKE35CDECOAO2QLVFMVMWEKQ,1512707373497,0,True
5.0,"Solid, works like it's supposed to. Nothing else to say.",It pumps.,[],B017ADD9N4,B08Y5L57B3,AENYG52U4UWW2EFXNXIHZF2HNOBQ,1575682281641,0,True
5.0,Really Works. Well Made. Great Value,"Really Works. Well Made.  I am 75, 6'2&#34;, 280 lbs.  I have periodic, sharp lower back pain that sometimes will last for weeks after working in yard, lifting bags of salt, mowing lawn, etc..  Several years ago used to use a tilt table, but cranial pressure from hanging upside down I felt was not really good for me.  Was not sure if this device would do the job ... but SURPRISE ... It really does!  Be sure to take it slow and easy ... don't try to stretch too much at one go ... let your breathing gently stretch your back as you relax your back muscles ... you do not have to use your arms to force down as much as use your upper body weight to &#34;relax&#34; you down. Easy to assemble -- All parts fit together fine.  Very good quality and HEAVY DUTY materials.  Could not be more pleased.  Highly recommend.  First day I used it I got the best nigh'ts sleep in months ... no pain!",[],B007RGXEUI,B007RGXEUI,AHICBQEF4X7VQCGZF3GBMGR3APKA,1520689693794,38,True
4.0,Gift for husband,My husband wanted to take up disc golf so I bought him this to get him started.  Just wish it came with an instructional manual.  Other than that it was a good deal.,[],B0058KEY3G,B099DDDJK7,AGCUMCCGRXSLLA6IW6ZUXXTWE6JQ,1366391211000,0,True
5.0,My Husband Won't Leave the Hammock,Bought this for my husband he has been wanting a hammock for a while.  So I saw this pop up and immediately knew he would love it.  The day after we received it he was setting it up at the beach and relaxing.  Make sure to also get the Kodiak straps for quick and easy set up he had it set up with in 5 minutes and was in it.  If you have any concerns about this product leave them at the door.  This company is a start up who makes immense use out of social media looking for further suggestions about how to improve and respond back to your questions or suggestions.  Thanks again Bear Butt now to try and get my husband out of it so he can get back to work.,[],B01D3PJMI4,B07C481YQC,AHIN4A4NKRC37GWB576Z77YRAK4A,1464814513000,2,False
5.0,Great product,Great fit and durable,[],B07842CK7V,B077NR1253,AEBBOQRCG2V62UJL4BTFL6HUMKVQ,1586051063758,0,True
5.0,Perfect Gift,Husband loved it nice quality,[],B07FRSJ5RJ,B07FS38WG6,AHTI5U4JXVW4EBB3ORVWPBR5L2HQ,1550277293345,0,True
4.0,Little Long,Has not really loosened up yet.. very stiff.. price was right.. I am hopeful it will work for me in the long run,[],B00091RXXM,B000MN0O24,AE7EI37OWDOFXFPIBILOJ5V5WVGQ,1367157888000,0,True
4.0,It does what it’s supposed to do,Good enough for the price. Only problem I have is slight damage on barbell and hooks due to it being metal on metal.,[],B07GNSFM2V,B0BYNVRQN6,AETNO4WLA5QFN2SBGP7NMFOU2V3A,1615495802781,0,True
1.0,Didn't work at all,Terrible. Blew air like the democrats!<br />LOL,[],B01MY4YTKG,B07VV6HKT5,AGOM3YHFOLQ7HHBD5NO6VP5UQSWQ,1676935182507,0,True
3.0,Not holding up very well,The tent is easy to set up and works fine but only used it 3 times and where the poles go through on the top of the tent it is already got holes in it so don't expect it to last very long.,[],B019N9W93O,B0BWQ74LCL,AEZ3J27K2NLVX554QK3JLLLPLPVQ,1503325362191,0,True
5.0,A great piece of equipment,A great piece of equipment....I'm dipping LOL ! It's better built then I expected ...a great  value for the money  !!,[],B01EXM99DO,B01EXM99DO,AGD6LQHSC6EYJB7ALYBBYABOJEJA,1524022695030,0,True
5.0,Great sports bottle!,Perfect sports bottle for my 8 year old. Durable and easy to squeeze,[],B08TQJV2VL,B09YVFMQDS,AGSMZFZFXL43HXQANCEQBZSP4QRA,1694111922551,0,True
4.0,Nice wach,Can't find the mobile app yet!,[],B08DK2WXTJ,B08DK2WXTJ,AH4HIUUJQEIHB7DCPWQCSXXMJMWA,1601537166460,0,True
5.0,comfortable & nice compression,i wear women US 8.5 with 15&#34;calf so i ordered the large size. nice fit & sufficient compression. i am 5'5&#34; tall but the socks ended nicely just below my ankle. very comfortable. nice fabric. like the color design.,[],B01J4MF53Q,B0C5XW2T2N,AHZ6OGQFW5FW2YVCPEXXHNXHOUNA,1522726321974,0,True
5.0,It works,Good value,[],B08L3CYXM1,B08L3CYXM1,AFKJ4Z5HCRLWMXGJKB4BU5XDAGOA,1623280342203,0,True
5.0,Five Stars,"Simple product for my emergency car kits,",[],B002OD76YE,B002OD76YE,AFFAKMZEAFVNAJZWCPXPP6QLKFKQ,1423770818000,0,True
1.0,Poor quality control,Not all the parts came with this to assemble.  Not sure about quality control.,[],B01MDQGIWU,B01MDQGIWU,AEVEZ233YMAQ244ZHRBN5MCIDVDQ,1510112507789,0,True
5.0,Thanks guys,Great addition to my home gym 💪🏾💪🏾,[],B01LRLCC92,B096FTVBL2,AEWQOAUDPMCHN67WUHARPXL5KQYA,1498531019321,0,True
4.0,Four Stars,Great product for the price. Would like to have more control over resistance adjustment.,[],B00P1ANC0O,B015PGAJK4,AFB4KI7UDMXZGWQYONMUMWQD6YGA,1509808690647,0,True
5.0,"Overall good but a bit thin, good for summers",Feels good looks good but pretty thin.,[],B00K5DXSK6,B07GXP9PB3,AGWZAE2477DZZE2QR75I3UW2I4TQ,1607940011226,0,True
5.0,Nice knife,"Wife bought as a gift, it is a nice knife.",[],B07KSPR7ZC,B07KSPR7ZC,AGNJHEVPAZTH54EQDDLJOJILKYUA,1658357446934,0,True
5.0,Five Stars,Old one out new ones in in 5 Minutes. Don't get any easier!,[],B00BE5IKUM,B00BE5IKUM,AHDRXIT6KRUPBYRIAAJV5R7DYL2Q,1527717822860,0,False
3.0,Breaks easily,"Two of these have easily broken, leaving glass all over our kitchen. Camelbak lifetime guarantee seems to be a joke - you need to return the broken bottle for evaluation?",[],B007L6944O,B00ACHOX4U,AEHFMGYMYFMBN3ZYFKOOZ3RMBC3A,1525040555879,0,True
5.0,Love,Love love love,[],B005P0NPKM,B07T7XMCWL,AEMWC6BC3H6WC6PNZGHPEVXBXXEQ,1675965835766,0,True
2.0,"Doesn't float, lost it to the dark abyss within 5 minutes of using it.",Flag was great while it lasted...for about 5 minutes before the suction cup fell off the window and the flag sunk straightaway. It needs to float.,[],B0064MX3ES,B07TTLT7R4,AE3DYR5T67WHC2V6NGPUKUNLZZLQ,1596936038535,0,True
5.0,"Top runs on the small size, order one size up.",Great warm law enforcement top.,[],B00AC5YDA6,B00AC5YDA6,AGQ73PAT7IOT3KQP42ZUEJ22UPCQ,1547909285468,1,True
5.0,Great bag,"This bag is great to wear, comfortable for sports (hiking/skiing) but becuase of the padding on the straps/back, I have used it to carry a small laptop or Ipad and a change of clothes.<br /><br />The water sac is great.  The build quality is strong, only complaint is the zippers feel like they may not hold up over really heavy use.",[],B006JYHG3U,B0C4FSM72X,AFKCXFNEE2EOWL4FXHS77CPIH6TQ,1361894218000,1,True
1.0,Right packaging wrong size inside,I would not recommend ordering- ordered a medium. Item came in medium packaging BUT the actual guards were small and the package was already opened when received...,[],B072KMT87P,B072KMT87P,AFWJE6OXLRURRJCEKK7YORZRYWLA,1538174823116,0,True
1.0,False Description,The Amazon order description isn't correct. They don't have hand warmers. I bought these for my dad since he works outside. Not sure what wings are but h e said that there were no handwarmers.,[],B01MZ4QC49,B08VFSSX3K,AHNGD6RLXGYNCP6XIMI5MJDZPTFQ,1579435308805,1,False
4.0,Worked well!,Worked well!,[],B08LFWCH84,B08LFWCH84,AFTBYDF42DCUOQOL4V3JAAXB4PJQ,1652583416982,0,True
